,Stkcd,year,EX_INDAT_read,AT
1082,000700,2018,11.0,517.0
1083,000700,2019,18.0,2754.0
1085,000701,2016,,
1086,000701,2017,,
1087,000701,2018,11.0,709.0
1088,000701,2019,6.0,2329.0
1089,000701,2020,5.0,3280.0
1090,000702,2016,,
1091,000702,2017,,
1092,000702,2018,1.0,411.0
1093,000702,2019,4.0,5391.0
1094,000702,2020,9.0,3833.0
1095,000703,2016,,
1096,000703,2017,,
1098,000703,2019,3.0,2747.0
1099,000703,2020,2.0,4820.0
1100,000705,2016,,
1101,000705,2017,,
1102,000705,2018,11.0,395.0
1103,000705,2019,6.0,1175.0
1104,000705,2020,5.0,2724.0
1105,000708,2016,,
1106,000708,2017,,
1107,000708,2018,12.0,606.0
1108,000708,2019,4.0,2297.0
1109,000708,2020,4.0,1328.0
1110,000709,2016,,
1111,000709,2017,,
1113,000709,2019,4.0,6009.0
1114,000709,2020,4.0,4690.0
1115,000710,2016,,
1116,000710,2017,,
1117,000710,2018,1.0,490.0
1118,000710,2019,1.0,2145.0
1119,000710,2020,1.0,3870.0
1120,000711,2016,,
1121,000711,2017,,
1123,000711,2019,8.0,7041.0
1124,000711,2020,7.0,3679.0
1125,000713,2016,,
1126,000713,2017,,
1127,000713,2018,0.0,717.0
1130,000715,2016,,
1131,000715,2017,,
1132,000715,2018,7.0,402.0
1133,000715,2019,7.0,2203.0
1134,000715,2020,12.0,792.0
1135,000716,2016,,
1136,000716,2017,,
1137,000716,2018,3.0,775.0
1139,000716,2020,5.0,6429.0
1140,000717,2016,,
1141,000717,2017,,
1143,000717,2019,4.0,6983.0
1144,000717,2020,4.0,4413.0
1145,000718,2016,,
1146,000718,2017,,
1147,000718,2018,19.0,1756.0
1148,000718,2019,15.0,3851.0
1149,000718,2020,10.0,3248.0
1150,000719,2016,,
1151,000719,2017,,
1152,000719,2018,2.0,484.0
1153,000719,2019,1.0,1050.0
1154,000719,2020,2.0,893.0
1155,000720,2016,,
1156,000720,2017,,
1157,000720,2018,5.0,574.0
1158,000720,2019,7.0,2951.0
1159,000720,2020,10.0,2612.0
1160,000721,2016,,
1161,000721,2017,,
1162,000721,2018,1.0,1062.0
1163,000721,2019,0.0,3400.0
1164,000721,2020,0.0,7645.0
1165,000722,2016,,
1166,000722,2017,,
1168,000722,2019,7.0,3024.0
1169,000722,2020,5.0,3542.0
1170,000723,2016,,
1171,000723,2017,,
1175,000725,2016,,
1176,000725,2017,,
1180,000726,2016,,
1181,000726,2017,,
1182,000726,2018,4.0,634.0
1183,000726,2019,2.0,1352.0
1184,000726,2020,3.0,1716.0
1185,000727,2016,,
1186,000727,2017,,
1189,000727,2020,70.0,9513.0
1190,000729,2016,,
1191,000729,2017,,
1192,000729,2018,2.0,600.0
1193,000729,2019,3.0,7264.0
1194,000729,2020,5.0,4505.0
1195,000731,2016,,
1196,000731,2017,,
1197,000731,2018,23.0,883.0
1198,000731,2019,16.0,2494.0
1199,000731,2020,12.0,3251.0
1200,000732,2016,,
1201,000732,2017,,
1205,000733,2016,,
1206,000733,2017,,
1207,000733,2018,51.0,922.0
1208,000733,2019,74.0,3121.0
1209,000733,2020,70.0,4863.0
1210,000735,2016,,
1211,000735,2017,,
1215,000736,2016,,
1216,000736,2017,,
1217,000736,2018,19.0,675.0
1218,000736,2019,15.0,1763.0
1219,000736,2020,10.0,854.0
1220,000737,2016,,
1221,000737,2017,,
1222,000737,2018,23.0,1049.0
1223,000737,2019,16.0,3438.0
1224,000737,2020,12.0,2106.0
1225,000738,2016,,
1226,000738,2017,,
1227,000738,2018,10.0,612.0
1228,000738,2019,6.0,3683.0
1229,000738,2020,7.0,7013.0
1230,000739,2016,,
1231,000739,2017,,
1232,000739,2018,26.0,775.0
1233,000739,2019,17.0,3056.0
1234,000739,2020,37.0,3248.0
1235,000751,2016,,
1236,000751,2017,,
1237,000751,2018,17.0,561.0
1238,000751,2019,12.0,3046.0
1239,000751,2020,10.0,3178.0
1240,000753,2016,,
1241,000753,2017,,
1242,000753,2018,7.0,699.0
1243,000753,2019,7.0,1790.0
1244,000753,2020,12.0,1138.0
1245,000755,2016,,
1246,000755,2017,,
1247,000755,2018,23.0,941.0
1248,000755,2019,1.0,2637.0
1249,000755,2020,3.0,2270.0
1250,000756,2016,,
1251,000756,2017,,
1252,000756,2018,26.0,631.0
1253,000756,2019,17.0,1759.0
1254,000756,2020,37.0,3804.0
1255,000757,2016,,
1256,000757,2017,,
1257,000757,2018,6.0,995.0
1258,000757,2019,7.0,2787.0
1259,000757,2020,12.0,3860.0
1260,000758,2016,,
1261,000758,2017,,
1262,000758,2018,10.0,550.0
1263,000758,2019,7.0,8285.0
1264,000758,2020,4.0,5051.0
1265,000759,2016,,
1266,000759,2017,,
1267,000759,2018,7.0,567.0
1268,000759,2019,7.0,1955.0
1269,000759,2020,12.0,2363.0
1270,000760,2016,,
1271,000760,2017,,
1273,000760,2019,18.0,7186.0
1274,000760,2020,15.0,2802.0
1275,000761,2016,,
1276,000761,2017,,
1277,000761,2018,12.0,512.0
1278,000761,2019,4.0,1193.0
1279,000761,2020,4.0,1144.0
1280,000762,2016,,
1281,000762,2017,,
1282,000762,2018,1.0,899.0
1283,000762,2019,0.0,2696.0
1284,000762,2020,0.0,5356.0
1285,000766,2016,,
1286,000766,2017,,
1287,000766,2018,26.0,1167.0
1288,000766,2019,17.0,10027.0
1289,000766,2020,37.0,7828.0
1290,000767,2016,,
1291,000767,2017,,
1292,000767,2018,5.0,497.0
1293,000767,2019,7.0,1453.0
1294,000767,2020,5.0,3005.0
1295,000768,2016,,
1296,000768,2017,,
1297,000768,2018,10.0,1239.0
1298,000768,2019,6.0,6368.0
1299,000768,2020,7.0,10427.0
1300,000777,2016,,
1301,000777,2017,,
1302,000777,2018,6.0,589.0
1303,000777,2019,10.0,2165.0
1304,000777,2020,8.0,1793.0
1305,000778,2016,,
1306,000778,2017,,
1307,000778,2018,2.0,1299.0
1308,000778,2019,3.0,5008.0
1309,000778,2020,0.0,4705.0
1310,000779,2016,,
1311,000779,2017,,
1312,000779,2018,4.0,1013.0
1313,000779,2019,1.0,1707.0
1314,000779,2020,1.0,2391.0
1315,000782,2016,,
1316,000782,2017,,
1317,000782,2018,3.0,510.0
1318,000782,2019,3.0,2227.0
1319,000782,2020,2.0,2685.0
1320,000785,2016,,
1321,000785,2017,,
1322,000785,2018,7.0,481.0
1324,000785,2020,12.0,5118.0
1325,000786,2016,,
1326,000786,2017,,
1327,000786,2018,10.0,1040.0
1328,000786,2019,10.0,2399.0
1329,000786,2020,10.0,3022.0
1330,000788,2016,,
1331,000788,2017,,
1332,000788,2018,26.0,728.0
1333,000788,2019,17.0,3955.0
1334,000788,2020,37.0,3276.0
1335,000789,2016,,
1336,000789,2017,,
1338,000789,2019,10.0,6096.0
1339,000789,2020,10.0,7546.0
1340,000790,2016,,
1341,000790,2017,,
1342,000790,2018,26.0,1330.0
1343,000790,2019,17.0,3696.0
1344,000790,2020,37.0,4273.0
1345,000791,2016,,
1346,000791,2017,,
1347,000791,2018,5.0,725.0
1348,000791,2019,7.0,4515.0
1349,000791,2020,5.0,4031.0
1350,000792,2016,,
1351,000792,2017,,
1354,000792,2020,12.0,3003.0
1355,000793,2016,,
1356,000793,2017,,
1358,000793,2019,1.0,10025.0
1359,000793,2020,2.0,8177.0
1360,000795,2016,,
1361,000795,2017,,
1362,000795,2018,10.0,774.0
1364,000795,2020,10.0,5609.0
1365,000796,2016,,
1366,000796,2017,,
1367,000796,2018,5.0,672.0
1368,000796,2019,4.0,2646.0
1370,000797,2016,,
1371,000797,2017,,
1372,000797,2018,19.0,745.0
1373,000797,2019,15.0,2160.0
1374,000797,2020,10.0,1645.0
1375,000798,2016,,
1376,000798,2017,,
1377,000798,2018,0.0,423.0
1378,000798,2019,0.0,1037.0
1379,000798,2020,1.0,9045.0
1380,000799,2016,,
1381,000799,2017,,
1382,000799,2018,2.0,1461.0
1385,000800,2016,,
1386,000800,2017,,
1390,000801,2016,,
1391,000801,2017,,
1392,000801,2018,51.0,880.0
1393,000801,2019,74.0,2868.0
1394,000801,2020,70.0,1676.0
1395,000803,2016,,
1396,000803,2017,,
1397,000803,2018,22.0,826.0
1398,000803,2019,22.0,1782.0
1399,000803,2020,27.0,711.0
1400,000807,2016,,
1401,000807,2017,,
1402,000807,2018,17.0,1559.0
1403,000807,2019,12.0,5054.0
1404,000807,2020,10.0,9469.0
1405,000809,2016,,
1406,000809,2017,,
1408,000809,2019,0.0,5813.0
1409,000809,2020,0.0,2365.0
1410,000810,2016,,
1411,000810,2017,,
1412,000810,2018,51.0,1562.0
1414,000810,2020,70.0,6381.0
1415,000811,2016,,
1416,000811,2017,,
1417,000811,2018,6.0,1097.0
1418,000811,2019,10.0,3262.0
1419,000811,2020,8.0,7739.0
1420,000812,2016,,
1421,000812,2017,,
1422,000812,2018,0.0,1153.0
1423,000812,2019,0.0,8582.0
1424,000812,2020,0.0,4807.0
1425,000813,2016,,
1426,000813,2017,,
1429,000813,2020,37.0,7012.0
1430,000815,2016,,
1431,000815,2017,,
1432,000815,2018,3.0,480.0
1433,000815,2019,4.0,7763.0
1434,000815,2020,0.0,4154.0
1435,000816,2016,,
1436,000816,2017,,
1440,000818,2016,,
1441,000818,2017,,
1442,000818,2018,23.0,1157.0
1443,000818,2019,16.0,9312.0
1445,000819,2016,,
1446,000819,2017,,
1447,000819,2018,2.0,898.0
1448,000819,2019,2.0,1970.0
1449,000819,2020,1.0,1669.0
1450,000821,2016,,
1451,000821,2017,,
1452,000821,2018,15.0,610.0
1453,000821,2019,9.0,2175.0
1454,000821,2020,16.0,3282.0
1455,000822,2016,,
1456,000822,2017,,
1457,000822,2018,23.0,1352.0
1458,000822,2019,16.0,2850.0
1459,000822,2020,12.0,3225.0
1460,000823,2016,,
1461,000823,2017,,
1462,000823,2018,51.0,1172.0
1463,000823,2019,74.0,9972.0
1464,000823,2020,70.0,5258.0
1465,000825,2016,,
1466,000825,2017,,
1468,000825,2019,4.0,6603.0
1469,000825,2020,4.0,4063.0
1470,000826,2016,,
1471,000826,2017,,
1472,000826,2018,1.0,1126.0
1474,000826,2020,2.0,8397.0
1475,000828,2016,,
1476,000828,2017,,
1477,000828,2018,1.0,819.0
1478,000828,2019,1.0,1547.0
1479,000828,2020,3.0,10258.0
1480,000829,2016,,
1481,000829,2017,,
1482,000829,2018,11.0,1321.0
1483,000829,2019,6.0,4696.0
1484,000829,2020,5.0,10002.0
1485,000830,2016,,
1486,000830,2017,,
1489,000830,2020,12.0,11278.0
1490,000831,2016,,
1491,000831,2017,,
1492,000831,2018,17.0,994.0
1494,000831,2020,10.0,8084.0
1495,000833,2016,,
1496,000833,2017,,
1497,000833,2018,3.0,352.0
1498,000833,2019,4.0,2969.0
1499,000833,2020,2.0,2541.0
1500,000836,2016,,
1501,000836,2017,,
1502,000836,2018,22.0,855.0
1503,000836,2019,22.0,7100.0
1504,000836,2020,27.0,4299.0
1505,000837,2016,,
1506,000837,2017,,
1507,000837,2018,6.0,681.0
1508,000837,2019,10.0,5054.0
1509,000837,2020,8.0,6068.0
1510,000838,2016,,
1511,000838,2017,,
1512,000838,2018,19.0,539.0
1513,000838,2019,15.0,2387.0
1514,000838,2020,10.0,2092.0
1515,000839,2016,,
1516,000839,2017,,
1519,000839,2020,6.0,8009.0
1520,000848,2016,,
1521,000848,2017,,
1522,000848,2018,2.0,511.0
1523,000848,2019,3.0,2669.0
1524,000848,2020,5.0,6762.0
1525,000850,2016,,
1526,000850,2017,,
1527,000850,2018,4.0,1137.0
1528,000850,2019,2.0,6578.0
1529,000850,2020,3.0,7408.0
1530,000851,2016,,
1531,000851,2017,,
1532,000851,2018,7.0,1300.0
1533,000851,2019,7.0,8491.0
1534,000851,2020,12.0,11334.0
1535,000852,2016,,
1536,000852,2017,,
1537,000852,2018,15.0,1658.0
1538,000852,2019,9.0,4820.0
1539,000852,2020,16.0,1640.0
1540,000856,2016,,
1541,000856,2017,,
1543,000856,2019,9.0,5523.0
1544,000856,2020,16.0,2602.0
1545,000858,2016,,
1546,000858,2017,,
1550,000859,2016,,
1551,000859,2017,,
1552,000859,2018,5.0,476.0
1554,000859,2020,5.0,8503.0
1555,000860,2016,,
1556,000860,2017,,
1557,000860,2018,2.0,1161.0
1558,000860,2019,3.0,4745.0
1559,000860,2020,5.0,9942.0
1560,000861,2016,,
1561,000861,2017,,
1562,000861,2018,5.0,410.0
1563,000861,2019,4.0,8903.0
1564,000861,2020,8.0,4308.0
1565,000862,2016,,
1566,000862,2017,,
1567,000862,2018,5.0,447.0
1569,000862,2020,5.0,6578.0
1570,000863,2016,,
1571,000863,2017,,
1572,000863,2018,19.0,495.0
1573,000863,2019,15.0,1501.0
1574,000863,2020,10.0,1013.0
1575,000868,2016,,
1576,000868,2017,,
1577,000868,2018,11.0,1219.0
1578,000868,2019,18.0,10105.0
1579,000868,2020,15.0,9255.0
1580,000869,2016,,
1581,000869,2017,,
1582,000869,2018,2.0,713.0
1583,000869,2019,3.0,2587.0
1584,000869,2020,5.0,4970.0
1585,000875,2016,,
1586,000875,2017,,
1587,000875,2018,5.0,891.0
1588,000875,2019,7.0,6583.0
1589,000875,2020,5.0,6052.0
1590,000876,2016,,
1591,000876,2017,,
1592,000876,2018,1.0,938.0
1595,000877,2016,,
1596,000877,2017,,
1598,000877,2019,10.0,6416.0
1600,000878,2016,,
1601,000878,2017,,
1602,000878,2018,17.0,877.0
1603,000878,2019,12.0,4414.0
1604,000878,2020,10.0,10413.0
1605,000880,2016,,
1606,000880,2017,,
1607,000880,2018,6.0,276.0
1608,000880,2019,10.0,1950.0
1609,000880,2020,8.0,2002.0
1610,000881,2016,,
1611,000881,2017,,
1612,000881,2018,23.0,686.0
1613,000881,2019,16.0,2641.0
1614,000881,2020,12.0,3954.0
1615,000882,2016,,
1616,000882,2017,,
1617,000882,2018,5.0,1048.0
1618,000882,2019,4.0,4685.0
1619,000882,2020,8.0,3947.0
1620,000883,2016,,
1621,000883,2017,,
1622,000883,2018,5.0,689.0
1623,000883,2019,7.0,2156.0
1624,000883,2020,5.0,2112.0
1625,000885,2016,,
1626,000885,2017,,
1627,000885,2018,1.0,423.0
1628,000885,2019,1.0,2509.0
1629,000885,2020,3.0,1170.0
1630,000886,2016,,
1631,000886,2017,,
1632,000886,2018,19.0,984.0
1633,000886,2019,15.0,3333.0
1634,000886,2020,10.0,5020.0
1635,000887,2016,,
1636,000887,2017,,
1637,000887,2018,5.0,496.0
1638,000887,2019,4.0,2364.0
1639,000887,2020,5.0,7599.0
1640,000888,2016,,
1641,000888,2017,,
1642,000888,2018,0.0,555.0
1643,000888,2019,0.0,1691.0
1644,000888,2020,0.0,1917.0
1645,000889,2016,,
1646,000889,2017,,
1647,000889,2018,19.0,457.0
1648,000889,2019,31.0,4550.0
1649,000889,2020,23.0,7343.0
1650,000890,2016,,
1651,000890,2017,,
1652,000890,2018,2.0,484.0
1653,000890,2019,3.0,6501.0
1654,000890,2020,0.0,1396.0
1655,000892,2016,,
1656,000892,2017,,
1657,000892,2018,3.0,887.0
1658,000892,2019,4.0,3193.0
1659,000892,2020,3.0,3434.0
1660,000893,2016,,
1661,000893,2017,,
1662,000893,2018,1.0,304.0
1663,000893,2019,4.0,1423.0
1664,000893,2020,12.0,1578.0
1665,000895,2016,,
1666,000895,2017,,
1667,000895,2018,1.0,775.0
1668,000895,2019,4.0,6196.0
1669,000895,2020,9.0,7802.0
1670,000897,2016,,
1671,000897,2017,,
1672,000897,2018,19.0,830.0
1673,000897,2019,15.0,5350.0
1674,000897,2020,10.0,7787.0
1675,000898,2016,,
1676,000898,2017,,
1677,000898,2018,12.0,1587.0
1678,000898,2019,4.0,6160.0
1679,000898,2020,4.0,2842.0
1680,000899,2016,,
1681,000899,2017,,
1682,000899,2018,5.0,521.0
1683,000899,2019,7.0,1398.0
1684,000899,2020,5.0,2655.0
1685,000900,2016,,
1686,000900,2017,,
1687,000900,2018,1.0,1245.0
1688,000900,2019,1.0,4283.0
1689,000900,2020,3.0,2129.0
1690,000901,2016,,
1691,000901,2017,,
1692,000901,2018,10.0,992.0
1693,000901,2019,6.0,4345.0
1694,000901,2020,15.0,6535.0
1695,000902,2016,,
1696,000902,2017,,
1697,000902,2018,23.0,540.0
1698,000902,2019,16.0,3364.0
1699,000902,2020,12.0,2069.0
1700,000903,2016,,
1701,000903,2017,,
1702,000903,2018,6.0,738.0
1703,000903,2019,10.0,2540.0
1705,000905,2016,,
1706,000905,2017,,
1707,000905,2018,2.0,626.0
1708,000905,2019,2.0,2473.0
1709,000905,2020,0.0,2078.0
1710,000906,2016,,
1711,000906,2017,,
1712,000906,2018,11.0,498.0
1713,000906,2019,6.0,1748.0
1714,000906,2020,5.0,1631.0
1715,000908,2016,,
1716,000908,2017,,
1717,000908,2018,26.0,1139.0
1718,000908,2019,17.0,8289.0
1720,000909,2016,,
1721,000909,2017,,
1722,000909,2018,6.0,416.0
1723,000909,2019,15.0,2820.0
1724,000909,2020,10.0,1642.0
1725,000910,2016,,
1726,000910,2017,,
1727,000910,2018,1.0,474.0
1728,000910,2019,0.0,2328.0
1729,000910,2020,0.0,2393.0
1730,000911,2016,,
1731,000911,2017,,
1732,000911,2018,1.0,640.0
1733,000911,2019,4.0,2945.0
1734,000911,2020,9.0,3354.0
1735,000912,2016,,
1736,000912,2017,,
1737,000912,2018,23.0,1010.0
1738,000912,2019,16.0,9478.0
1739,000912,2020,12.0,2966.0
1740,000913,2016,,
1741,000913,2017,,
1742,000913,2018,10.0,869.0
1743,000913,2019,6.0,3678.0
1744,000913,2020,7.0,3434.0
1745,000915,2016,,
1746,000915,2017,,
1747,000915,2018,26.0,508.0
1748,000915,2019,17.0,1282.0
1749,000915,2020,37.0,1273.0
1750,000916,2016,,
1751,000917,2016,,
1752,000917,2017,,
1755,000917,2020,6.0,8224.0
1756,000918,2016,,
1757,000918,2017,,
1760,000918,2020,10.0,6699.0
1761,000919,2016,,
1762,000919,2017,,
1763,000919,2018,26.0,803.0
1764,000919,2019,17.0,1970.0
1765,000919,2020,37.0,2571.0
1766,000920,2016,,
1767,000920,2017,,
1768,000920,2018,23.0,439.0
1769,000920,2019,16.0,1332.0
1770,000920,2020,12.0,1671.0
1771,000921,2016,,
1772,000921,2017,,
1773,000921,2018,22.0,1031.0
1774,000921,2019,22.0,2884.0
1775,000921,2020,27.0,2855.0
1776,000922,2016,,
1777,000922,2017,,
1779,000922,2019,22.0,8203.0
1780,000922,2020,27.0,5060.0
1781,000923,2016,,
1782,000923,2017,,
1783,000923,2018,1.0,771.0
1784,000923,2019,0.0,2319.0
1785,000923,2020,0.0,2977.0
1786,000925,2016,,
1787,000925,2017,,
1788,000925,2018,15.0,1283.0
1789,000925,2019,9.0,2824.0
1790,000925,2020,16.0,2214.0
1791,000926,2016,,
1792,000926,2017,,
1793,000926,2018,19.0,1555.0
1794,000926,2019,15.0,6381.0
1795,000926,2020,10.0,3683.0
1796,000927,2016,,
1797,000927,2017,,
1800,000927,2020,15.0,10834.0
1801,000928,2016,,
1802,000928,2017,,
1803,000928,2018,11.0,973.0
1804,000928,2019,8.0,3870.0
1805,000928,2020,7.0,3217.0
1806,000929,2016,,
1807,000929,2017,,
1808,000929,2018,2.0,506.0
1809,000929,2019,3.0,1568.0
1810,000929,2020,5.0,2811.0
1811,000930,2016,,
1812,000930,2017,,
1813,000930,2018,23.0,1708.0
1814,000930,2019,16.0,6216.0
1816,000931,2016,,
1817,000931,2017,,
1819,000931,2019,17.0,3856.0
1820,000931,2020,37.0,3691.0
1821,000932,2016,,
1822,000932,2017,,
1824,000932,2019,4.0,9778.0
1825,000932,2020,4.0,7614.0
1826,000933,2016,,
1827,000933,2017,,
1828,000933,2018,17.0,1808.0
1829,000933,2019,12.0,7565.0
1830,000933,2020,10.0,7463.0
1831,000935,2016,,
1832,000935,2017,,
1834,000935,2019,10.0,10176.0
1835,000935,2020,10.0,5275.0
1836,000936,2016,,
1837,000936,2017,,
1840,000936,2020,2.0,7856.0
1841,000937,2016,,
1842,000937,2017,,
1843,000937,2018,2.0,630.0
1844,000937,2019,1.0,2325.0
1845,000937,2020,0.0,3214.0
1846,000938,2016,,
1847,000938,2017,,
1848,000938,2018,51.0,922.0
1849,000938,2019,74.0,5311.0
1851,000939,2016,,
1852,000939,2017,,
1854,000939,2019,7.0,6658.0
1855,000948,2016,,
1856,000948,2017,,
1857,000948,2018,19.0,999.0
1858,000948,2019,31.0,5374.0
1859,000948,2020,23.0,3195.0
1860,000949,2016,,
1861,000949,2017,,
1862,000949,2018,3.0,745.0
1863,000949,2019,3.0,2831.0
1864,000949,2020,2.0,6548.0
1865,000950,2016,,
1866,000950,2017,,
1868,000950,2019,6.0,3366.0
1869,000950,2020,5.0,5109.0
1870,000951,2016,,
1871,000951,2017,,
1872,000951,2018,11.0,498.0
1873,000951,2019,18.0,2211.0
1874,000951,2020,15.0,2967.0
1875,000952,2016,,
1876,000952,2017,,
1877,000952,2018,26.0,606.0
1878,000952,2019,17.0,1914.0
1879,000952,2020,37.0,1851.0
1880,000953,2016,,
1881,000953,2017,,
1882,000953,2018,23.0,1257.0
1883,000953,2019,16.0,6779.0
1884,000953,2020,12.0,5887.0
1885,000955,2016,,
1886,000955,2017,,
1888,000955,2019,2.0,7590.0
1890,000957,2016,,
1891,000957,2017,,
1892,000957,2018,11.0,911.0
1893,000957,2019,18.0,7038.0
1894,000957,2020,15.0,5096.0
1895,000959,2016,,
1896,000959,2017,,
1897,000959,2018,12.0,369.0
1898,000959,2019,4.0,1319.0
1899,000959,2020,4.0,2710.0
1900,000960,2016,,
1901,000960,2017,,
1902,000960,2018,17.0,787.0
1903,000960,2019,12.0,3699.0
1904,000960,2020,10.0,5685.0
1905,000961,2016,,
1906,000961,2017,,
1907,000961,2018,19.0,475.0
1908,000961,2019,15.0,3225.0
1909,000961,2020,10.0,2987.0
1910,000962,2016,,
1911,000962,2017,,
1912,000962,2018,17.0,651.0
1913,000962,2019,12.0,3766.0
1914,000962,2020,10.0,1468.0
1915,000963,2016,,
1916,000963,2017,,
1917,000963,2018,7.0,1523.0
1920,000965,2016,,
1921,000965,2017,,
1922,000965,2018,19.0,544.0
1923,000965,2019,15.0,4485.0
1924,000965,2020,10.0,2528.0
1925,000966,2016,,
1926,000966,2017,,
1927,000966,2018,5.0,1120.0
1928,000966,2019,7.0,3784.0
1929,000966,2020,5.0,2515.0
1930,000967,2016,,
1931,000967,2017,,
1932,000967,2018,22.0,355.0
1933,000967,2019,2.0,2045.0
1934,000967,2020,2.0,2510.0
1935,000968,2016,,
1936,000968,2017,,
1937,000968,2018,4.0,864.0
1938,000968,2019,3.0,2418.0
1939,000968,2020,3.0,2454.0
1940,000969,2016,,
1941,000969,2017,,
1942,000969,2018,2.0,599.0
1943,000969,2019,3.0,4709.0
1944,000969,2020,0.0,2861.0
1945,000970,2016,,
1946,000970,2017,,
1947,000970,2018,51.0,747.0
1948,000970,2019,74.0,7447.0
1949,000970,2020,70.0,3830.0
1950,000973,2016,,
1951,000973,2017,,
1952,000973,2018,5.0,881.0
1953,000973,2019,4.0,5059.0
1954,000973,2020,5.0,7022.0
1955,000975,2016,,
1956,000975,2017,,
1957,000975,2018,10.0,665.0
1958,000975,2019,7.0,9343.0
1959,000975,2020,4.0,7815.0
1960,000976,2016,,
1961,000976,2017,,
1962,000976,2018,10.0,571.0
1963,000976,2019,6.0,1317.0
1964,000976,2020,7.0,1618.0
1965,000977,2016,,
1966,000977,2017,,
1970,000978,2016,,
1971,000978,2017,,
1972,000978,2018,0.0,975.0
1973,000978,2019,0.0,2435.0
1974,000978,2020,0.0,2413.0
1975,000979,2016,,
1976,000979,2017,,
1977,000982,2016,,
1978,000982,2017,,
1981,000982,2020,3.0,11476.0
1982,000983,2016,,
1983,000983,2017,,
1984,000983,2018,2.0,1217.0
1985,000983,2019,1.0,4893.0
1986,000983,2020,0.0,5596.0
1987,000985,2016,,
1988,000985,2017,,
1989,000985,2018,23.0,324.0
1990,000985,2019,16.0,1038.0
1991,000985,2020,12.0,9735.0
1992,000988,2016,,
1993,000988,2017,,
1994,000988,2018,51.0,1672.0
1996,000988,2020,70.0,8783.0
1997,000989,2016,,
1998,000989,2017,,
2000,000989,2019,17.0,5047.0
2001,000989,2020,37.0,5019.0
2002,000990,2016,,
2003,000990,2017,,
2004,000990,2018,23.0,288.0
2006,000990,2020,12.0,3277.0
2007,000993,2016,,
2008,000993,2017,,
2009,000993,2018,5.0,528.0
2010,000993,2019,7.0,6055.0
